id,message,translated_message,compound_score,sentiment_label,cleaned_text
185,Muka mcm pasti lepas ni tengok x caya....,Make sure mcm is not empty by x-axis....,0.4389,Positive,make sure mcm empty xaxis
186,"Ada Wang ma...semua senang, 5 nyawa tu","There's a man Wang... It's all easy, 5 of these lives.",0.4404,Positive,there man wang easy life
188,Mimpi ke ...kompom lepas tu tetiba ada cad OKU..,Dreams of this... free-going team until there's a light.,0.4019,Positive,dream freegoing team there light
189,OKU tu...,Here you go.,0.0,Neutral,go
190,tau dah nanti..memang lepas punya..cayalah..,I know it's time for you to get away.,0.0,Neutral,know time get away
191,Nyawa dibalas dengan Nyawa,Life Was Rewarded With Life,0.4939,Positive,life rewarded life
192,Ejah katok mapuh menate ni,The sky is full of clouds,0.0,Neutral,sky full cloud
193,Mesti lepas punya le,Move waste back to stock,-0.4215,Negative,move waste back stock
194,Nanti keluar kad OKU lah tu mcm cibai,Then get out the card.,0.0,Neutral,get card
195,Hmmm dh tahu dh kesudahan cerita nya nanti.,Hmmm. I know the end of the story.,0.0,Neutral,hmmm know end story
196,Org johor kena pndai memilih PRU ni,Left-handed Org with Selection PRU,0.0,Neutral,lefthanded org selection pru
197,Malaysia ni siapa byk duit dia xtkut buat salah..,Malaysia is whose little money he's been doing wrong.,-0.4767,Negative,malaysia whose little money he wrong
198,Money ada maaaa semua blh cerita maaa....nnti kes ni senyap mcm tu jaaaa,"Money has all the world's history of Earth... so if you're gonna get it, it's gonna be a lot of money.",0.0,Neutral,money world history earth youre gon na get gon na lot money
199,Sama2 tunggu tindakan pihak berkuasa.ramai dh tau jawapannya .kte sama2 nantikan ha3.,The same two wait for the authorities to act.Rarai d'you know the answer .kte same2 waits for ha3.,0.0,Neutral,two wait authority actrarai dyou know answer kte wait ha
200,"Dah terang lagi bersuluh .... moga pihak berkanun melaksanakan amanah yg di galas dgn jujur, telus . Dunia blh terlepas tapi di akhirat tiada seorang pum blh terlepas ....",The world is gone but in the end there's no one five.,-0.4215,Negative,world gone end there one five
201,Mcm biasaaa. Pmm Tepiii,McMalk. Pmm Tepiii,0.0,Neutral,mcmalk pmm tepiii
202,Bawa laju boleh tapi kena ikut SOP…..,Bring it in but follow SOP....,0.0,Neutral,bring follow sop
203,𝗡𝗶 𝗸𝗲𝘀 𝗸𝗮𝗹𝗮𝘂 𝗯𝗲𝗯𝗮𝘀 𝗯𝗮𝗶𝗸 𝗻𝗲𝗴𝗮𝗿𝗮 𝘁𝗮𝗸 𝗽𝗮𝘆𝗮𝗵 𝘂𝗱𝗮𝗻𝗴2,I'm afraid the country is free of charge.,0.5106,Positive,im afraid country free charge
204,luwit punye pasal mmg die akn lepas punye. tgok ler nti..,The point of the point of view is the point of the point.,0.0,Neutral,point point view point point
205,"Aku dah tau apa kesudahannya,yg ank cina ni mesti la kena denda ja,","I know what the end is, and I don't know what to do with the Chinese.",0.0,Neutral,know end dont know chinese
206,Hmmm....mcm dh tau je apa akn jadi,Hmm....mcm dh what is wrong,-0.4767,Negative,hmmmcm dh wrong
207,nnty dpt kad oku setel la tu,nnty dpt when reading your installation,0.0,Neutral,nnty dpt reading installation
208,Muka mcm tak bersalah...ikat tangan kaki letak atas jln raya..klu.nak rasa ..mati ke tak..adil kan,The undecided mcm... lay hands on the jln rya...,-0.2263,Negative,undecided mcm lay hand jln rya
209,Buang masa je kecam. Dh tau result nnti,Time is slow. You know what happens next.,0.0,Neutral,time slow know happens next
210,Patot nama xde tulis,Path name xde must be entered,0.0,Neutral,path name xde must entered
211,Jap je lepas lah TU.ada rm Sume leh setel.,Jap is nice lah TU.da rm Sume hlhsetel.,0.4215,Positive,jap nice lah tuda rm sume hlhsetel
212,"Cara kasar x jln, buat cara halus","How x rln married, make it a pleasure",0.5719,Positive,x rln married make pleasure
213,1. kaya,Step 1,0.0,Neutral,step
214,2. Johor,2. Right,0.0,Neutral,right
215,3. Madani,3. Madani,0.0,Neutral,madani
216,akhirat nanti jawablah semua yg terlibat. semua akan diadili seadil adilnya,And the end shall be the answer of all that are involved: all shall be judged according to their own judgments.,0.0,Neutral,end shall answer involved shall judged according judgment
217,"Slogan NAJIB ""CASH IS KING""","NAJIB ""CASH IS KING""",0.0,Neutral,najib cash king
218,Siapa berani bertaruh...sama ada dilepas atau kna hukuman,Who dares... to have been released or to be punished?,-0.4588,Negative,dare released punished
219,"Kalau kes mcm ini pun pesalah terlepas juga , tak tahulah nak kata apa dah dengan penguatkuasa undang undang negara kita ni...murah sangat ke undang undang negara ni sampai boleh dijual beli ?","If this mcm case is also overdue, what do you know about our national law authorities that... you're very much under the law of which to buy?",0.0,Neutral,mcm case also overdue know national law authority youre much law buy
220,Santai kad oku otw siap dh tu.,You're gonna read it before you get ready.,0.3612,Positive,youre gon na read get ready
221,Yg salah ttp salah dan mesti diambil tindakan,Wrong ttp and must take action,-0.4767,Negative,wrong ttp must take action
222,nanti jupe PMX ttup kes laa nie...dh thu jlan cite....,You may not have your last read access.,0.0,Neutral,may last read access
223,muka buat mcm tak bersalah je bdk nie…,I'm sorry about that mcm.,-0.0772,Negative,im sorry mcm
224,confirm oku certificate disahkan dgn tiba²...,Verifying this certificate has been changed to 2...,0.0,Neutral,verifying certificate changed
225,Ikat jamin 15k..petik jari je tuu.. Hmm.. Tak dan pakai baju oren punnnnn..,The 15k..petch is still there... .. .. ..and then put it under the orange..,0.0,Neutral,kpetch still put orange
226,Jangan bimbang maa..duit ada semua settle maa..!!!,Don't waste your food.,0.3252,Positive,dont waste food
227,"'Money is King....' percaya lah , tak jadi apa pun....","'Money is King...' believed, nothing.",0.0,Neutral,money king believed nothing
228,Kalau type ni kompem lepas ni.. xde yg berani nak usik,"If the type of compositing is not possible, please try again",-0.2411,Negative,type compositing possible please try
229,"Gerenti lepas punya lah,paling tidak denda jer ,tengoklah nanti .","The loose manager has got it, at least not the jersey, listen later.",-0.3182,Negative,loose manager got least jersey listen later
230,$$$ Sentiasa menunggu settle..,$$$$ of the seat waiting for you..,0.0,Neutral,seat waiting
231,Siasat punya siasat masallah mental oku.inilah diantara alasan yg top buat masa sekarang,The law has a mental problem. This is among the reasons that have been up to date.,-0.4019,Negative,law mental problem among reason date
232,Adykanna pn bleh lepas. Ni kn mslah gni,The sound that was played was not yet released.,0.34,Positive,sound played yet released
233,"Nyampahnya tgk muka dia,buat gream ngan sakit hati jer",It's a threat to his face. Make a gream only a heart attack.,-0.3182,Negative,threat face make gream heart attack
234,Tau2 ada kad OKU habis cite..,It's time when the U.S. is gone.,0.0,Neutral,time u gone
235,"Bapak ko byk duit ,aku yakin ko pemegang kad OKU kann...betul tak",My dad's got a little bit of a problem. I'm sure he's gonna keep it...,-0.1027,Negative,dad got little bit problem im sure he gon na keep
236,Esk lusa siap lah kad oku ni..anjayyyy,I'm ready to go.,0.3612,Positive,im ready go
237,Wajahnya langsung sedikit kekesalan pun tak de. Semoga diberi hukuman berat padanya. Jangan menyusahkan masyrakat lagi!,"His face is still a little dark, and he's not even a little bit of a bad.",-0.5423,Negative,face still little dark he even little bit bad
238,pastikan hukuman yang setimpal dah amik nyawa orang memang gila berlumba kat jalan kampung,To ensure that the punishment that is just a friend of a person's life is really crazy running the streets of the village.,-0.024,Neutral,ensure punishment friend person life really crazy running street village
239,Semoga yg besalah dihukum dgn setimpal,Welcome to the justice of the court.,0.7506,Positive,welcome justice court
240,ade kad oku ni..,I can't hear you.,0.0,Neutral,cant hear
241,Nanti bgtau lh.masalah mental atau otak mereng,Then start a mental or brain problem.,-0.4019,Negative,start mental brain problem
242,"jgn lepas di sogok duit, semuanya membutakan mata.. Undang2 tetap undang2… yg Salah tetap salah.. jgn padamkan undang2 kerana wang ringgit..","The law is not allowed to be in the money pockets, all are closed. The law is still in the law... and the law is broken.",-0.4767,Negative,law allowed money pocket closed law still law law broken
243,Masuk kejapla ne kak,Enter your password:,0.0,Neutral,enter password
244,Kasi hukum...,But the law...,0.0,Neutral,law
245,buka siasatan beda cukup syarat pastu lepas cmtu ja selang bapa hari ada kad oku. kes settle,open a different set of conditions for the free pass and all dads are on the day.,0.5106,Positive,open different set condition free pas dad day
246,Mcm bese..ada duit smua jadi..ada duit bleh dpt kad OKU..confirm lepas punye..,Mcm bese..there's money all right..there's money dpt when OKU..confirm is free..,0.5106,Positive,mcm besetheres money righttheres money dpt okuconfirm free
247,Ini bkn niat ttp.sengaja kaci org mati.4 org oo.dia punya bapak mamak pun mesti kaci hukum kaw kaw.kaya byk eksyen.pikir itu nyawa lu org blh bili aa.boloh.,This is a bkn intention of ttp.sanga bkn.,0.0,Neutral,bkn intention ttpsanga bkn
248,"Mesti laada kad OKU .. jgn isau semua boleh beli guna $$$.. anak tauke kedai Judi kot, duit berlambak",It's a lot of money when the O.K.U. is all about how much money can be bought.,0.0,Neutral,lot money oku much money bought
249,Nnti ada menteri backup dia..sekali menteri melayu yg akan backup..tgu dan lihat,There's a mantier backup he once ran that will be back and look.,0.0,Neutral,there mantier backup ran back look
250,Klu x adil PD hukuman .ape kte nk buat. Kte dh sllu ditidas..,The .ape kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkknut. kttsdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdk. kdkdkdkdkdkdkdkdkdkdkdkdkdkkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdk.kdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkd,0.0,Neutral,ape kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkknut kttsdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdk kdkdkdkdkdkdkdkdkdkdkdkdkdkkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkkdkdkdkdkdkdkdkdkdkdkdkdkdkdkdkd
251,"Akan senget sebelah dan banyak spin spin,, last last lepas. tak caya tengok(alasan macam2 ada)","It will be remembered next and many spin spins, last last released. No light of type2",-0.296,Negative,remembered next many spin spin last last released light type
252,Ade tu nanti peguambela melayu tolong,"Come here, let's go.",0.0,Neutral,come let go
253,Sure dia nih sokong DAP nih,He's probably still behind DAP.,0.0,Neutral,he probably still behind dap
254,Jangan nt keluar kad OKU sudah laa,Don't get out of there.,0.0,Neutral,dont get
255,Ada masalah mental..pernah menerims rawstan di hosp Tampoi....skrip buat dulu,There's a mental problem... once I got Rawstan to the Tampoi host...,-0.4019,Negative,there mental problem got rawstan tampoi host
256,Kalau lepas jugak mmg Kerajaan makan duit rasuah la.. Tu je,"If you're free to play the Kingdom, you're not gonna eat the money.",0.6908,Positive,youre free play kingdom youre gon na eat money
257,"Nie lepas nie,dgn bangsa sendiri jk die org nie berani","Don't move, don't move your own nation",0.0,Neutral,dont move dont move nation
258,Ini muka lancauuuu...kasi susah olang.. lancauuuu,This is your face... a hard time.,-0.1027,Negative,face hard time
259,Muka mcm babi..sbb swlalu makan babi...hukuman dia bukan penjara or denda je..tapi kene sebatan juga wlu satu pun xpe...barulaa depa takut nak lgr org sampai mati..kambing betui apek n...,The mcm father...sbb's not a prisoner or a priest... but there's one xpe... but there's no fear that Igr's org until death.,-0.246,Negative,mcm fathersbbs prisoner priest there one xpe there fear igrs org death
260,Jp g auto dpt kad OKU,Jp g car dpt when OK,0.5766,Positive,jp g car dpt ok
261,Bangsat,Bangsat,0.0,Neutral,bangsat
262,Dpt kad OKU lpas ni hahaha,Dpt when you're done,0.0,Neutral,dpt youre done
263,Nnt terlepas mcm 2 ja,Nt mcm 2 and,0.0,Neutral,nt mcm
264,Tunggu keputusan mahkamah sebab masih di reman lagi..last2 senyap.itu jela,Wait until the court ruling is over..last2 is gone. That's a lie.,0.0,Neutral,wait court ruling overlast gone thats lie
265,Xperlu harapan tinggi...xde harapan sbb warga asing raja...,Xperlu high hope...xde hope sbb color ass king...,-0.1531,Negative,xperlu high hopexde hope sbb color as king
266,"cina,susah ooooo","quin, susah oo",0.0,Neutral,quin susah oo
267,"Betul harus dikenakan hukuman setimpal..jgn ada perbezaan status,kaum,pangkat n darjat",Just because a crosswalk looks like a hopscotch board doesn't mean it is one,0.3612,Positive,crosswalk look like hopscotch board doesnt mean one
268,302 plssss... jgn kasi lepas .x pasal2 nyawa org lain melayang,302 plsss... jgn but disappears .x about 2 lives other organ,-0.4767,Negative,plsss jgn disappears x life organ
269,Nanti kita tgk dan dengar apa akan kesudahan nya.,Then we don't know what's going to happen.,0.0,Neutral,dont know whats going happen
271,duit bapak die banyak..confirm lepas nyee.. ikat jamin atau denda..satle da BGI die org...,Your dad who's too much..confirm is not gonna pay you any insurance or insurance..satle da BGI die org...,-0.558,Negative,dad who muchconfirm gon na pay insurance insurancesatle da bgi die org
272,Tauke judi confirm ramai menteri support lebih2 lg MP dari DAP,DAP's DAP's DAP's DAP's DAP's DAP's DAP's support support,0.6597,Positive,daps daps daps daps daps daps daps support support
273,Nak tgok pihak berkuasa kita bangsat ke tidak kita follow kes ni...minta2 tu tak jadi bangsat lah sbb kebangsaan org melayu beragama Islam takkan buta agama kot kan...harap pembunuh ni kena hukuman yg setimpal lah...,The government's son of the government is not ours to follow the case which...,0.0,Neutral,government son government follow case
274,Dia ke abang dia yg langgar?,He's to his brother who's slow?,0.0,Neutral,he brother who slow
275,"Rasa nak jadi mcm kes Faisal Halim dgn kes Zara karina.. Chord kita tunggu n lihat, rasuah ratus juta mau kela mata mak...",I think it's a matter of fact that I'm going to be a part of the story of Sarah.,0.0258,Neutral,think matter fact im going part story sarah
